"측정일자","권역코드","권역명","측정소코드","측정소명","미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)","초미세먼지(㎍/㎥)"
"20201231","100","도심권","111121","중구","29","0.02","0.016","0.4","0.003","13"
"20201231","100","도심권","111123","종로구","28","0.022","0.016","0.4","0.003","12"
"20201231","100","도심권","111131","용산구","34","0.014","0.019","0.4","0.003","10"
"20201231","101","서북권","111181","은평구","26","0.023","0.016","0.5","0.004","10"
"20201231","101","서북권","111191","서대문구","20","0.02","0.017","0.5","0.004","10"
"20201231","101","서북권","111201","마포구","23","0.015","0.022","0.4","0.003","9"
"20201231","102","동북권","111141","광진구","24","0.013","0.02","0.5","0.002","12"
"20201231","102","동북권","111142","성동구","22","0.02","0.028","0.4","0.003","12"
"20201231","102","동북권","111151","중랑구","24","0.015","0.026","0.5","0.003","10"
"20201231","102","동북권","111152","동대문구","21","0.019","0.02","0.4","0.003","12"
"20201231","102","동북권","111161","성북구","23","0.015","0.023","0.7","0.004","9"
"20201231","102","동북권","111171","도봉구","20","0.022","0.014","0.3","0.002","11"
"20201231","102","동북권","111291","강북구","30","0.02","0.013","0.4","0.004","12"
"20201231","102","동북권","111311","노원구","27","0.021","0.018","0.4","0.003","14"
"20201231","103","서남권","111212","강서구","27","0.019","0.021","0.3","0.004","10"
"20201231","103","서남권","111221","구로구","27","0.017","0.023","0.4","0.004","5"
"20201231","103","서남권","111231","영등포구","23","0.015","0.021","0.5","0.003","10"
"20201231","103","서남권","111241","동작구","30","0.016","0.023","0.4","0.003","13"
"20201231","103","서남권","111251","관악구","22","0.014","0.027","0.4","0.004","9"
"20201231","103","서남권","111281","금천구","29","0.016","0.025","0.5","0.003","13"
"20201231","103","서남권","111301","양천구","29","0.015","0.024","0.5","0.003","12"
"20201231","104","동남권","111261","강남구","21","0.019","0.02","0.4","0.004","11"
"20201231","104","동남권","111262","서초구","25","0.018","0.023","0.3","0.004","8"
"20201231","104","동남권","111273","송파구","24","0.017","0.027","0.5","0.004","12"
"20201231","104","동남권","111274","강동구","28","0.017","0.022","0.4","0.003","15"
"20201230","100","도심권","111121","중구","38","0.022","0.01","0.4","0.002","13"
"20201230","100","도심권","111123","종로구","39","0.023","0.011","0.4","0.003","15"
"20201230","100","도심권","111131","용산구","44","0.017","0.011","0.3","0.003","11"
"20201230","101","서북권","111181","은평구","37","0.024","0.011","0.5","0.004","12"
"20201230","101","서북권","111191","서대문구","29","0.022","0.011","0.4","0.004","12"
"20201230","101","서북권","111201","마포구","28","0.018","0.013","0.4","0.002","10"
"20201230","102","동북권","111141","광진구","32","0.017","0.011","0.4","0.002","14"
"20201230","102","동북권","111142","성동구","30","0.022","0.017","0.3","0.003","14"
"20201230","102","동북권","111151","중랑구","32","0.019","0.016","0.4","0.003","13"
"20201230","102","동북권","111152","동대문구","30","0.022","0.012","0.4","0.003","15"
"20201230","102","동북권","111161","성북구","34","0.02","0.013","0.6","0.003","11"
"20201230","102","동북권","111171","도봉구","30","0.026","0.005","0.3","0.002","12"
"20201230","102","동북권","111291","강북구","43","0.022","0.006","0.3","0.003","15"
"20201230","102","동북권","111311","노원구","38","0.026","0.01","0.4","0.003","16"
"20201230","103","서남권","111212","강서구","31","0.024","0.012","0.2","0.003","12"
"20201230","103","서남권","111221","구로구","33","0.023","0.014","0.3","0.003","7"
"20201230","103","서남권","111231","영등포구","27","0.019","0.013","0.4","0.002","11"
"20201230","103","서남권","111241","동작구","36","0.021","0.013","0.3","0.002","14"
"20201230","103","서남권","111251","관악구","26","0.019","0.015","0.4","0.003","10"
"20201230","103","서남권","111281","금천구","34","0.021","0.016","0.4","0.003","15"
"20201230","103","서남권","111301","양천구","33","0.019","0.015","0.4","0.003","13"
"20201230","104","동남권","111261","강남구","29","0.02","0.014","0.4","0.003","14"
"20201230","104","동남권","111262","서초구","38","0.021","0.014","0.2","0.003","10"
"20201230","104","동남권","111273","송파구","31","0.021","0.018","0.4","0.003","13"
"20201230","104","동남권","111274","강동구","38","0.022","0.011","0.4","0.002","17"
"20201229","100","도심권","111121","중구","78","0.012","0.036","0.8","0.003","49"
"20201229","100","도심권","111123","종로구","69","0.011","0.035","0.9","0.004","46"
"20201229","100","도심권","111131","용산구","74","0.006","0.033","0.7","0.003","44"
"20201229","101","서북권","111181","은평구","65","0.013","0.026","0.8","0.004","46"
"20201229","101","서북권","111191","서대문구","57","0.011","0.03","1","0.005","50"
"20201229","101","서북권","111201","마포구","61","0.009","0.038","0.8","0.003","50"
"20201229","102","동북권","111141","광진구","60","0.008","0.032","0.9","0.003","44"
"20201229","102","동북권","111142","성동구","60","0.011","0.04","0.9","0.004","44"
"20201229","102","동북권","111151","중랑구","64","0.011","0.038","0.9","0.004","39"
"20201229","102","동북권","111152","동대문구","60","0.011","0.037","0.9","0.004","49"
"20201229","102","동북권","111161","성북구","65","0.01","0.036","1","0.003","43"
"20201229","102","동북권","111171","도봉구","62","0.015","0.024","0.7","0.003","49"
"20201229","102","동북권","111291","강북구","68","0.014","0.026","0.7","0.004","44"
"20201229","102","동북권","111311","노원구","70","0.015","0.032","0.8","0.004","50"
"20201229","103","서남권","111212","강서구","80","0.013","0.032","0.5","0.004","50"
"20201229","103","서남권","111221","구로구","73","0.011","0.035","0.6","0.004","54"
"20201229","103","서남권","111231","영등포구","68","0.009","0.036","0.9","0.003","55"
"20201229","103","서남권","111241","동작구","68","0.011","0.039","0.7","0.003","49"
"20201229","103","서남권","111251","관악구","60","0.008","0.043","0.9","0.004","42"
"20201229","103","서남권","111281","금천구","70","0.01","0.038","0.8","0.003","50"
"20201229","103","서남권","111301","양천구","77","0.01","0.036","0.8","0.004","54"
"20201229","104","동남권","111261","강남구","60","0.008","0.041","0.9","0.004","51"
"20201229","104","동남권","111262","서초구","76","0.011","0.036","0.6","0.003","54"
"20201229","104","동남권","111273","송파구","61","0.008","0.042","0.9","0.004","48"
"20201229","104","동남권","111274","강동구","68","0.012","0.033","0.7","0.003","50"
"20201228","100","도심권","111121","중구","73","0.009","0.053","0.9","0.004","46"
"20201228","100","도심권","111123","종로구","66","0.009","0.05","0.9","0.004","44"
"20201228","100","도심권","111131","용산구","52","0.007","0.039","0.7","0.004","35"
"20201228","101","서북권","111181","은평구","57","0.009","0.037","0.7","0.004","42"
"20201228","101","서북권","111191","서대문구","55","0.008","0.043","1","0.006","46"
"20201228","101","서북권","111201","마포구","47","0.006","0.058","0.8","0.004","39"
"20201228","102","동북권","111141","광진구","59","0.005","0.041","0.9","0.004","43"
"20201228","102","동북권","111142","성동구","57","0.009","0.05","0.8","0.004","41"
"20201228","102","동북권","111151","중랑구","66","0.007","0.05","0.9","0.004","41"
"20201228","102","동북권","111152","동대문구","59","0.008","0.051","0.9","0.004","48"
"20201228","102","동북권","111161","성북구","67","0.005","0.049","1","0.003","44"
"20201228","102","동북권","111171","도봉구","59","0.008","0.039","0.7","0.003","48"
"20201228","102","동북권","111291","강북구","63","0.007","0.044","0.8","0.005","40"
"20201228","102","동북권","111311","노원구","63","0.008","0.047","0.9","0.004","44"
"20201228","103","서남권","111212","강서구","63","0.007","0.05","0.5","0.005","40"
"20201228","103","서남권","111221","구로구","61","0.008","0.046","0.6","0.004","43"
"20201228","103","서남권","111231","영등포구","54","0.007","0.05","0.8","0.004","41"
"20201228","103","서남권","111241","동작구","63","0.007","0.051","0.8","0.003","47"
"20201228","103","서남권","111251","관악구","50","0.006","0.054","0.7","0.004","33"
"20201228","103","서남권","111281","금천구","59","0.007","0.048","0.7","0.004","41"
"20201228","103","서남권","111301","양천구","65","0.006","0.054","0.8","0.004","46"
"20201228","104","동남권","111261","강남구","55","0.007","0.048","0.8","0.004","46"
"20201228","104","동남권","111262","서초구","68","0.007","0.052","0.7","0.003","47"
"20201228","104","동남권","111273","송파구","55","0.007","0.048","0.8","0.004","42"
"20201228","104","동남권","111274","강동구","73","0.007","0.048","0.7","0.003","53"
"20201227","100","도심권","111121","중구","75","0.011","0.044","0.8","0.004","44"
"20201227","100","도심권","111123","종로구","70","0.013","0.04","0.8","0.004","42"
"20201227","100","도심권","111131","용산구","66","0.01","0.034","0.6","0.004","38"
"20201227","101","서북권","111181","은평구","62","0.025","0.023","0.7","0.004","41"
"20201227","101","서북권","111191","서대문구","56","0.018","0.033","0.8","0.005","43"
"20201227","101","서북권","111201","마포구","55","0.01","0.049","0.8","0.004","40"
"20201227","102","동북권","111141","광진구","61","0.01","0.031","0.7","0.003","42"
"20201227","102","동북권","111142","성동구","59","0.016","0.044","0.8","0.004","40"
"20201227","102","동북권","111151","중랑구","63","0.013","0.036","0.7","0.004","35"
"20201227","102","동북권","111152","동대문구","59","0.011","0.04","0.8","0.004","44"
"20201227","102","동북권","111161","성북구","63","0.01","0.04","0.9","0.003","41"
"20201227","102","동북권","111171","도봉구","61","0.017","0.029","0.6","0.003","42"
"20201227","102","동북권","111291","강북구","72","0.011","0.035","0.8","0.005","41"
"20201227","102","동북권","111311","노원구","65","0.014","0.04","0.8","0.005","41"
"20201227","103","서남권","111212","강서구","64","0.012","0.045","0.4","0.004","37"
"20201227","103","서남권","111221","구로구","65","0.013","0.041","0.6","0.004","42"
"20201227","103","서남권","111231","영등포구","60","0.01","0.044","0.8","0.004","41"
"20201227","103","서남권","111241","동작구","64","0.012","0.044","0.7","0.003","42"
"20201227","103","서남권","111251","관악구","54","0.011","0.048","0.8","0.004","33"
"20201227","103","서남권","111281","금천구","63","0.016","0.041","0.7","0.004","41"
"20201227","103","서남권","111301","양천구","67","0.01","0.046","0.8","0.004","41"
"20201227","104","동남권","111261","강남구","57","0.012","0.035","0.7","0.004","45"
"20201227","104","동남권","111262","서초구","69","0.012","0.039","0.6","0.004","44"
"20201227","104","동남권","111273","송파구","62","0.013","0.038","0.7","0.004","44"
"20201227","104","동남권","111274","강동구","73","0.012","0.035","0.7","0.003","51"
"20201226","100","도심권","111121","중구","60","0.009","0.048","0.8","0.004","30"
"20201226","100","도심권","111123","종로구","58","0.009","0.046","0.9","0.004","31"
"20201226","100","도심권","111131","용산구","60","0.007","0.037","0.6","0.004","25"
"20201226","101","서북권","111181","은평구","55","0.012","0.033","0.7","0.004","29"
"20201226","101","서북권","111191","서대문구","47","0.009","0.041","1","0.007","33"
"20201226","101","서북권","111201","마포구","47","0.008","0.054","0.9","0.004","30"
"20201226","102","동북권","111141","광진구","48","0.006","0.037","0.8","0.003","30"
"20201226","102","동북권","111142","성동구","45","0.011","0.047","0.7","0.004","27"
"20201226","102","동북권","111151","중랑구","53","0.007","0.048","0.9","0.004","28"
"20201226","102","동북권","111152","동대문구","48","0.009","0.049","0.9","0.005","33"
"20201226","102","동북권","111161","성북구","56","0.008","0.05","1.1","0.004","30"
"20201226","102","동북권","111171","도봉구","48","0.014","0.032","0.6","0.003","31"
"20201226","102","동북권","111291","강북구","60","0.009","0.04","0.8","0.004","33"
"20201226","102","동북권","111311","노원구","53","0.01","0.044","0.9","0.005","32"
"20201226","103","서남권","111212","강서구","59","0.013","0.042","0.5","0.005","30"
"20201226","103","서남권","111221","구로구","60","0.013","0.04","0.6","0.005","30"
"20201226","103","서남권","111231","영등포구","50","0.009","0.045","0.8","0.004","30"
"20201226","103","서남권","111241","동작구","55","0.01","0.047","0.7","0.003","32"
"20201226","103","서남권","111251","관악구","50","0.009","0.05","0.8","0.004","27"
"20201226","103","서남권","111281","금천구","60","0.011","0.043","0.8","0.004","34"
"20201226","103","서남권","111301","양천구","60","0.01","0.044","0.8","0.005","32"
"20201226","104","동남권","111261","강남구","46","0.009","0.04","0.7","0.004","30"
"20201226","104","동남권","111262","서초구","57","0.008","0.047","0.6","0.004","30"
"20201226","104","동남권","111273","송파구","46","0.009","0.043","0.7","0.004","28"
"20201226","104","동남권","111274","강동구","60","0.008","0.047","0.8","0.004","37"
"20201225","100","도심권","111121","중구","31","0.023","0.021","0.4","0.004","15"
"20201225","100","도심권","111123","종로구","30","0.025","0.019","0.5","0.004","16"
"20201225","100","도심권","111131","용산구","38","0.017","0.019","0.4","0.004","13"
"20201225","101","서북권","111181","은평구","25","0.024","0.018","0.5","0.004","14"
"20201225","101","서북권","111191","서대문구","22","0.02","0.022","0.7","0.006","15"
"20201225","101","서북권","111201","마포구","26","0.016","0.027","0.5","0.004","13"
"20201225","102","동북권","111141","광진구","25","0.018","0.017","0.4","0.003","15"
"20201225","102","동북권","111142","성동구","24","0.026","0.025","0.4","0.003","14"
"20201225","102","동북권","111151","중랑구","26","0.02","0.024","0.5","0.004","13"
"20201225","102","동북권","111152","동대문구","24","0.023","0.02","0.5","0.004","16"
"20201225","102","동북권","111161","성북구","24","0.02","0.023","0.5","0.004","12"
"20201225","102","동북권","111171","도봉구","21","0.03","0.01","0.3","0.003","13"
"20201225","102","동북권","111291","강북구","33","0.023","0.013","0.5","0.004","17"
"20201225","102","동북권","111311","노원구","30","0.024","0.022","0.5","0.004","19"
"20201225","103","서남권","111212","강서구","30","0.019","0.026","0.3","0.005","15"
"20201225","103","서남권","111221","구로구","27","0.021","0.025","0.4","0.005","10"
"20201225","103","서남권","111231","영등포구","25","0.019","0.024","0.5","0.004","14"
"20201225","103","서남권","111241","동작구","28","0.022","0.022","0.4","0.003","15"
"20201225","103","서남권","111251","관악구","24","0.018","0.028","0.5","0.004","12"
"20201225","103","서남권","111281","금천구","29","0.02","0.026","0.5","0.004","16"
"20201225","103","서남권","111301","양천구","29","0.016","0.027","0.5","0.004","16"
"20201225","104","동남권","111261","강남구","23","0.023","0.019","0.5","0.004","15"
"20201225","104","동남권","111262","서초구","24","0.022","0.022","0.3","0.004","12"
"20201225","104","동남권","111273","송파구","27","0.024","0.023","0.5","0.004","15"
"20201225","104","동남권","111274","강동구","29","0.023","0.02","0.4","0.003","17"
"20201224","100","도심권","111121","중구","71","0.021","0.03","0.6","0.004","42"
"20201224","100","도심권","111123","종로구","67","0.024","0.024","0.6","0.004","39"
"20201224","100","도심권","111131","용산구","60","0.015","0.027","0.5","0.004","33"
"20201224","101","서북권","111181","은평구","65","0.023","0.024","0.6","0.004","44"
"20201224","101","서북권","111191","서대문구","56","0.02","0.027","0.7","0.005","44"
"20201224","101","서북권","111201","마포구","53","0.015","0.037","0.6","0.004","39"
"20201224","102","동북권","111141","광진구","58","0.016","0.025","0.7","0.002","39"
"20201224","102","동북권","111142","성동구","57","0.023","0.037","0.6","0.004","38"
"20201224","102","동북권","111151","중랑구","65","0.019","0.032","0.6","0.004","36"
"20201224","102","동북권","111152","동대문구","59","0.022","0.027","0.6","0.004","43"
"20201224","102","동북권","111161","성북구","67","0.019","0.028","0.7","0.003","38"
"20201224","102","동북권","111171","도봉구","62","0.034","0.01","0.4","0.003","44"
"20201224","102","동북권","111291","강북구","72","0.028","0.015","0.5","0.005","42"
"20201224","102","동북권","111311","노원구","72","0.027","0.025","0.6","0.004","47"
"20201224","103","서남권","111212","강서구","67","0.02","0.03","0.4","0.005","39"
"20201224","103","서남권","111221","구로구","64","0.021","0.029","0.4","0.004","38"
"20201224","103","서남권","111231","영등포구","56","0.018","0.03","0.6","0.004","39"
"20201224","103","서남권","111241","동작구","63","0.024","0.026","0.5","0.003","39"
"20201224","103","서남권","111251","관악구","55","0.018","0.033","0.6","0.004","31"
"20201224","103","서남권","111281","금천구","63","0.021","0.032","0.7","0.004","38"
"20201224","103","서남권","111301","양천구","65","0.015","0.034","0.7","0.004","40"
"20201224","104","동남권","111261","강남구","56","0.022","0.027","0.6","0.004","42"
"20201224","104","동남권","111262","서초구","70","0.024","0.025","0.4","0.004","40"
"20201224","104","동남권","111273","송파구","57","0.02","0.032","0.6","0.004","38"
"20201224","104","동남권","111274","강동구","70","0.019","0.03","0.6","0.003","48"
"20201223","100","도심권","111121","중구","75","0.012","0.057","0.9","0.005","52"
"20201223","100","도심권","111123","종로구","72","0.013","0.054","1.1","0.004","51"
"20201223","100","도심권","111131","용산구","71","0.01","0.045","0.8","0.004","43"
"20201223","101","서북권","111181","은평구","64","0.016","0.038","0.7","0.004","49"
"20201223","101","서북권","111191","서대문구","59","0.013","0.048","0.9","0.005","53"
"20201223","101","서북권","111201","마포구","53","0.008","0.063","1","0.005","49"
"20201223","102","동북권","111141","광진구","61","0.008","0.042","1","0.002","51"
"20201223","102","동북권","111142","성동구","63","0.011","0.059","0.9","0.005","49"
"20201223","102","동북권","111151","중랑구","70","0.009","0.053","0.9","0.004","46"
"20201223","102","동북권","111152","동대문구","63","0.012","0.053","1","0.005","54"
"20201223","102","동북권","111161","성북구","72","0.008","0.054","1.1","0.004","47"
"20201223","102","동북권","111171","도봉구","63","0.012","0.044","0.7","0.003","53"
"20201223","102","동북권","111291","강북구","72","0.011","0.048","0.8","0.005","49"
"20201223","102","동북권","111311","노원구","70","0.008","0.059","1.1","0.005","53"
"20201223","103","서남권","111212","강서구","67","0.014","0.052","0.5","0.004","45"
"20201223","103","서남권","111221","구로구","68","0.014","0.046","0.7","0.005","51"
"20201223","103","서남권","111231","영등포구","61","0.011","0.053","1","0.005","51"
"20201223","103","서남권","111241","동작구","67","0.016","0.05","0.8","0.003","51"
"20201223","103","서남권","111251","관악구","56","0.013","0.056","0.9","0.004","41"
"20201223","103","서남권","111281","금천구","67","0.016","0.046","0.8","0.004","51"
"20201223","103","서남권","111301","양천구","68","0.011","0.054","0.8","0.004","49"
"20201223","104","동남권","111261","강남구","61","0.012","0.046","0.8","0.004","53"
"20201223","104","동남권","111262","서초구","74","0.01","0.055","0.7","0.004","54"
"20201223","104","동남권","111273","송파구","56","0.013","0.049","0.8","0.005","45"
"20201223","104","동남권","111274","강동구","92","0.018","0.044","0.7","0.004","71"
"20201222","100","도심권","111121","중구","58","0.009","0.057","0.9","0.004","40"
"20201222","100","도심권","111123","종로구","56","0.01","0.053","1","0.004","39"
"20201222","100","도심권","111131","용산구","56","0.006","0.046","0.7","0.004","32"
"20201222","101","서북권","111181","은평구","44","0.011","0.039","0.6","0.005","36"
"20201222","101","서북권","111191","서대문구","45","0.01","0.05","1","0.007","40"
"20201222","101","서북권","111201","마포구","39","0.008","0.06","0.9","0.005","38"
"20201222","102","동북권","111141","광진구","45","0.006","0.042","1","0.002","37"
"20201222","102","동북권","111142","성동구","46","0.011","0.056","0.9","0.004","35"
"20201222","102","동북권","111151","중랑구","51","0.008","0.053","0.9","0.004","33"
"20201222","102","동북권","111152","동대문구","46","0.009","0.054","1","0.004","40"
"20201222","102","동북권","111161","성북구","52","0.008","0.052","0.9","0.004","36"
"20201222","102","동북권","111171","도봉구","45","0.012","0.04","0.7","0.003","38"
"20201222","102","동북권","111291","강북구","53","0.01","0.043","0.8","0.004","36"
"20201222","102","동북권","111311","노원구","53","0.008","0.053","1","0.005","41"
"20201222","103","서남권","111212","강서구","53","0.01","0.054","0.5","0.006","34"
"20201222","103","서남권","111221","구로구","53","0.01","0.048","0.6","0.005","39"
"20201222","103","서남권","111231","영등포구","47","0.007","0.054","0.9","0.005","39"
"20201222","103","서남권","111241","동작구","49","0.01","0.05","0.7","0.003","38"
"20201222","103","서남권","111251","관악구","42","0.007","0.056","0.8","0.004","31"
"20201222","103","서남권","111281","금천구","52","0.009","0.05","0.8","0.004","40"
"20201222","103","서남권","111301","양천구","54","0.007","0.057","0.9","0.005","39"
"20201222","104","동남권","111261","강남구","46","0.006","0.048","0.8","0.004","39"
"20201222","104","동남권","111262","서초구","54","0.008","0.054","0.7","0.004","39"
"20201222","104","동남권","111273","송파구","43","0.007","0.054","0.8","0.005","34"
"20201222","104","동남권","111274","강동구","59","0.007","0.051","0.7","0.003","45"
"20201221","100","도심권","111121","중구","43","0.006","0.053","0.8","0.004","29"
"20201221","100","도심권","111123","종로구","42","0.006","0.05","0.9","0.004","29"
"20201221","100","도심권","111131","용산구","43","0.005","0.042","0.6","0.004","23"
"20201221","101","서북권","111181","은평구","31","0.008","0.04","0.8","0.004","23"
"20201221","101","서북권","111191","서대문구","33","0.007","0.047","1","0.007","28"
"20201221","101","서북권","111201","마포구","32","0.005","0.06","0.9","0.004","27"
"20201221","102","동북권","111141","광진구","35","0.004","0.04","0.9","0.001","27"
"20201221","102","동북권","111142","성동구","34","0.006","0.054","0.8","0.004","25"
"20201221","102","동북권","111151","중랑구","36","0.006","0.05","0.7","0.004","23"
"20201221","102","동북권","111152","동대문구","34","0.007","0.05","0.8","0.004","29"
"20201221","102","동북권","111161","성북구","38","0.006","0.051","0.9","0.004","25"
"20201221","102","동북권","111171","도봉구","37","0.009","0.038","0.6","0.002","28"
"20201221","102","동북권","111291","강북구","41","0.008","0.039","0.7","0.004","26"
"20201221","102","동북권","111311","노원구","41","0.008","0.047","0.9","0.004","31"
"20201221","103","서남권","111212","강서구","43","0.006","0.055","0.6","0.006","27"
"20201221","103","서남권","111221","구로구","43","0.006","0.051","0.7","0.005","28"
"20201221","103","서남권","111231","영등포구","35","0.004","0.054","0.9","0.004","27"
"20201221","103","서남권","111241","동작구","40","0.006","0.053","0.7","0.003","28"
"20201221","103","서남권","111251","관악구","32","0.003","0.059","0.9","0.004","22"
"20201221","103","서남권","111281","금천구","39","0.006","0.051","0.8","0.004","27"
"20201221","103","서남권","111301","양천구","44","0.005","0.064","1","0.004","30"
"20201221","104","동남권","111261","강남구","34","0.006","0.048","0.7","0.004","29"
"20201221","104","동남권","111262","서초구","39","0.006","0.054","0.7","0.004","27"
"20201221","104","동남권","111273","송파구","35","0.006","0.052","0.8","0.004","26"
"20201221","104","동남권","111274","강동구","45","0.006","0.047","0.7","0.003","33"
"20201220","100","도심권","111121","중구","29","0.02","0.023","0.5","0.003","17"
"20201220","100","도심권","111123","종로구","27","0.023","0.02","0.5","0.004","16"
"20201220","100","도심권","111131","용산구","34","0.015","0.021","0.4","0.003","13"
"20201220","101","서북권","111181","은평구","21","0.023","0.018","0.7","0.004","12"
"20201220","101","서북권","111191","서대문구","19","0.019","0.023","0.7","0.007","16"
"20201220","101","서북권","111201","마포구","23","0.016","0.028","0.5","0.004","14"
"20201220","102","동북권","111141","광진구","23","0.015","0.02","0.6","0.001","16"
"20201220","102","동북권","111142","성동구","22","0.023","0.028","0.5","0.003","14"
"20201220","102","동북권","111151","중랑구","25","0.017","0.026","0.5","0.004","14"
"20201220","102","동북권","111152","동대문구","22","0.02","0.025","0.5","0.004","17"
"20201220","102","동북권","111161","성북구","20","0.016","0.027","0.5","0.004","12"
"20201220","102","동북권","111171","도봉구","21","0.022","0.019","0.4","0.003","15"
"20201220","102","동북권","111291","강북구","29","0.019","0.018","0.5","0.004","16"
"20201220","102","동북권","111311","노원구","28","0.021","0.023","0.5","0.004","20"
"20201220","103","서남권","111212","강서구","25","0.022","0.021","0.3","0.005","14"
"20201220","103","서남권","111221","구로구","25","0.02","0.025","0.4","0.004","9"
"20201220","103","서남권","111231","영등포구","22","0.018","0.024","0.5","0.004","14"
"20201220","103","서남권","111241","동작구","28","0.016","0.029","0.5","0.003","17"
"20201220","103","서남권","111251","관악구","22","0.015","0.031","0.5","0.004","13"
"20201220","103","서남권","111281","금천구","29","0.017","0.029","0.5","0.004","17"
"20201220","103","서남권","111301","양천구","27","0.017","0.028","0.5","0.004","15"
"20201220","104","동남권","111261","강남구","21","0.019","0.023","0.5","0.004","16"
"20201220","104","동남권","111262","서초구","22","0.019","0.026","0.4","0.004","14"
"20201220","104","동남권","111273","송파구","24","0.019","0.028","0.5","0.004","15"
"20201220","104","동남권","111274","강동구","29","0.018","0.025","0.5","0.003","20"
"20201219","100","도심권","111121","중구","29","0.021","0.015","0.4","0.003","14"
"20201219","100","도심권","111123","종로구","27","0.024","0.014","0.4","0.003","14"
"20201219","100","도심권","111131","용산구","35","0.016","0.017","0.4","0.003","11"
"20201219","101","서북권","111181","은평구","24","0.024","0.014","0.6","0.004","11"
"20201219","101","서북권","111191","서대문구","19","0.021","0.015","0.4","0.004","13"
"20201219","101","서북권","111201","마포구","24","0.014","0.023","0.5","0.003","13"
"20201219","102","동북권","111141","광진구","22","0.016","0.015","0.5","0.001","12"
"20201219","102","동북권","111142","성동구","22","0.021","0.025","0.4","0.003","12"
"20201219","102","동북권","111151","중랑구","22","0.018","0.02","0.4","0.004","10"
"20201219","102","동북권","111152","동대문구","22","0.021","0.018","0.4","0.003","13"
"20201219","102","동북권","111161","성북구","21","0.018","0.02","0.4","0.004","8"
"20201219","102","동북권","111171","도봉구","17","0.025","0.012","0.3","0.002","11"
"20201219","102","동북권","111291","강북구","29","0.019","0.014","0.4","0.004","13"
"20201219","102","동북권","111311","노원구","24","0.027","0.012","0.4","0.003","14"
"20201219","103","서남권","111212","강서구","26","0.021","0.017","0.3","0.004","12"
"20201219","103","서남권","111221","구로구","27","0.02","0.02","0.3","0.004","7"
"20201219","103","서남권","111231","영등포구","23","0.015","0.021","0.5","0.003","11"
"20201219","103","서남권","111241","동작구","30","0.016","0.022","0.4","0.003","14"
"20201219","103","서남권","111251","관악구","22","0.016","0.023","0.5","0.004","10"
"20201219","103","서남권","111281","금천구","30","0.017","0.023","0.5","0.003","15"
"20201219","103","서남권","111301","양천구","28","0.017","0.021","0.4","0.003","13"
"20201219","104","동남권","111261","강남구","22","0.019","0.018","0.4","0.003","13"
"20201219","104","동남권","111262","서초구","25","0.018","0.021","0.3","0.004","10"
"20201219","104","동남권","111273","송파구","24","0.019","0.023","0.5","0.003","12"
"20201219","104","동남권","111274","강동구","28","0.021","0.018","0.4","0.003","15"
"20201218","100","도심권","111121","중구","37","0.014","0.031","0.6","0.003","23"
"20201218","100","도심권","111123","종로구","36","0.014","0.03","0.6","0.004","24"
"20201218","100","도심권","111131","용산구","41","0.01","0.029","0.5","0.004","18"
"20201218","101","서북권","111181","은평구","34","0.016","0.027","0.7","0.004","22"
"20201218","101","서북권","111191","서대문구","28","0.014","0.03","0.5","0.005","23"
"20201218","101","서북권","111201","마포구","28","0.011","0.035","0.6","0.004","22"
"20201218","102","동북권","111141","광진구","31","0.011","0.025","0.6","0.001","24"
"20201218","102","동북권","111142","성동구","30","0.015","0.038","0.5","0.004","22"
"20201218","102","동북권","111151","중랑구","34","0.012","0.032","0.5","0.004","20"
"20201218","102","동북권","111152","동대문구","30","0.014","0.031","0.6","0.004","25"
"20201218","102","동북권","111161","성북구","34","0.013","0.033","0.6","0.004","19"
"20201218","102","동북권","111171","도봉구","30","0.017","0.024","0.4","0.002","23"
"20201218","102","동북권","111291","강북구","40","0.015","0.029","0.6","0.004","23"
"20201218","102","동북권","111311","노원구","37","0.019","0.026","0.5","0.004","26"
"20201218","103","서남권","111212","강서구","34","0.015","0.031","0.3","0.004","20"
"20201218","103","서남권","111221","구로구","33","0.015","0.031","0.4","0.004","17"
"20201218","103","서남권","111231","영등포구","30","0.011","0.034","0.6","0.004","21"
"20201218","103","서남권","111241","동작구","34","0.013","0.033","0.5","0.003","24"
"20201218","103","서남권","111251","관악구","27","0.013","0.036","0.6","0.004","18"
"20201218","103","서남권","111281","금천구","34","0.013","0.032","0.6","0.003","24"
"20201218","103","서남권","111301","양천구","34","0.012","0.035","0.6","0.004","22"
"20201218","104","동남권","111261","강남구","31","0.012","0.031","0.6","0.004","24"
"20201218","104","동남권","111262","서초구","34","0.014","0.032","0.4","0.004","20"
"20201218","104","동남권","111273","송파구","30","0.012","0.036","0.6","0.004","22"
"20201218","104","동남권","111274","강동구","39","0.013","0.03","0.5","0.003","28"
"20201217","100","도심권","111121","중구","32","0.01","0.035","0.6","0.003","18"
"20201217","100","도심권","111123","종로구","30","0.013","0.035","0.6","0.004","20"
"20201217","100","도심권","111131","용산구","36","0.008","0.03","0.5","0.003","14"
"20201217","101","서북권","111181","은평구","21","0.013","0.027","0.7","0.004","13"
"20201217","101","서북권","111191","서대문구","20","0.01","0.033","0.7","0.007","17"
