사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Jun-22,공항철도 1호선,4208,계양,274920,253928,30703,28727
Jun-22,공항철도 1호선,4209,검암,171187,169675,16827,16966
Jun-22,공항철도 1호선,4210,청라국제도시,187579,176893,13412,13260
Jun-22,공항철도 1호선,4211,운서,190716,193936,28796,29051
Jun-22,공항철도 1호선,4212,공항화물청사,51732,55958,8803,8577
Jun-22,공항철도 1호선,4213,인천공항1터미널,179603,171464,21312,20779
Jun-22,공항철도 1호선,4215,인천공항2터미널,85684,76347,9455,8965
Jun-22,공항철도 1호선,4217,영종,77678,78250,21595,21380
Jun-22,9호선2~3단계,4126,언주,257411,264238,27359,27012
Jun-22,9호선2~3단계,4127,선정릉,236514,262462,24513,25298
Jun-22,9호선2~3단계,4128,삼성중앙,165563,174475,23342,23288
Jun-22,9호선2~3단계,4129,봉은사,464862,484512,48787,46567
Jun-22,9호선2~3단계,4130,종합운동장,108132,109097,18166,16879
Jun-22,9호선2~3단계,4131,삼전,159667,150598,34322,33315
Jun-22,9호선2~3단계,4132,석촌고분,140931,134701,32975,33026
Jun-22,9호선2~3단계,4133,석촌,213533,186698,35140,30087
Jun-22,9호선2~3단계,4134,송파나루,119262,128679,25668,26787
Jun-22,9호선2~3단계,4135,한성백제,60402,54969,15470,13958
Jun-22,9호선2~3단계,4136,올림픽공원(한국체대),189680,188598,29827,30174
Jun-22,9호선2~3단계,4137,둔촌오륜,24922,22361,6067,6479
Jun-22,9호선2~3단계,4138,중앙보훈병원,215744,186076,73370,71732
Jun-22,우이신설선,4701,북한산우이,58535,53000,34504,35828
Jun-22,우이신설선,4702,솔밭공원,42482,37271,28274,29651
Jun-22,우이신설선,4703,4.19민주묘지,56275,54138,34889,30800
Jun-22,우이신설선,4704,가오리,71753,67299,46509,47920
Jun-22,우이신설선,4705,화계,57175,49709,39978,40267
Jun-22,우이신설선,4706,삼양,30870,30546,25932,28366
Jun-22,우이신설선,4707,삼양사거리,36609,35727,33921,33617
Jun-22,우이신설선,4708,솔샘,123891,110373,37646,38871
Jun-22,우이신설선,4709,북한산보국문,133021,119840,40912,41303
Jun-22,우이신설선,4710,정릉,92057,78667,44387,41146
Jun-22,우이신설선,4711,성신여대입구(돈암),67796,81002,27287,26506
Jun-22,우이신설선,4712,보문,29730,29588,14052,14170
Jun-22,우이신설선,4713,신설동,33246,34538,26620,23942
Jun-22,신림선,4401,샛강,43697,59993,13891,15172
Jun-22,신림선,4402,대방,39672,28181,10930,8960
Jun-22,신림선,4403,서울지방병무청,40443,43316,16333,17686
Jun-22,신림선,4404,보라매,53622,49400,17654,15021
Jun-22,신림선,4405,보라매공원,33497,36733,12589,14205
Jun-22,신림선,4406,보라매병원,108218,113374,36471,34737
Jun-22,신림선,4407,당곡,67329,63441,24803,23951
Jun-22,신림선,4408,신림,32979,45402,14286,15472
Jun-22,신림선,4409,서원,54559,46712,17717,17687
Jun-22,신림선,4410,서울대벤처타운,123769,120482,46688,47814
Jun-22,신림선,4411,관악산(서울대),55565,57858,43807,44369
