"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"대전광역시 대덕구 대화동(3023052000)","6,801","6,801","227","451","763","746","992","1,286","1,307","699","286","41","3","3,598","3,598","117","256","446","405","555","710","677","326","99","7","0","3,203","3,203","110","195","317","341","437","576","630","373","187","34","3"
"대전광역시 대덕구 회덕동(3023052500)","12,056","12,056","557","914","1,345","1,156","1,607","2,268","2,323","1,182","625","77","2","6,137","6,137","271","488","717","659","850","1,198","1,148","567","211","28","0","5,919","5,919","286","426","628","497","757","1,070","1,175","615","414","49","2"
"대전광역시 대덕구 비래동(3023053300)","16,018","16,018","805","1,524","2,102","1,535","2,342","3,115","2,668","1,279","568","80","0","7,953","7,953","416","814","1,113","852","1,163","1,523","1,251","583","222","16","0","8,065","8,065","389","710","989","683","1,179","1,592","1,417","696","346","64","0"
"대전광역시 대덕구 송촌동(3023054300)","26,794","26,794","1,781","3,519","3,901","2,519","4,539","5,623","3,022","1,145","657","87","1","13,227","13,227","879","1,794","2,093","1,294","2,041","2,789","1,573","489","259","16","0","13,567","13,567","902","1,725","1,808","1,225","2,498","2,834","1,449","656","398","71","1"
"대전광역시 대덕구 중리동(3023054600)","19,336","19,336","838","1,476","2,964","2,190","2,840","3,718","3,153","1,456","621","79","1","10,029","10,029","421","790","1,638","1,275","1,535","1,908","1,536","678","235","13","0","9,307","9,307","417","686","1,326","915","1,305","1,810","1,617","778","386","66","1"
"대전광역시 대덕구 신탄진동(3023055000)","14,568","14,568","869","1,079","1,888","2,001","1,993","2,668","2,294","1,133","572","66","5","7,518","7,518","441","581","1,042","1,152","1,043","1,381","1,110","539","219","10","0","7,050","7,050","428","498","846","849","950","1,287","1,184","594","353","56","5"
"대전광역시 대덕구 석봉동(3023056000)","16,202","16,202","1,871","1,504","1,842","2,738","2,697","2,552","1,888","681","366","62","1","8,293","8,293","958","782","1,013","1,397","1,442","1,264","952","335","134","16","0","7,909","7,909","913","722","829","1,341","1,255","1,288","936","346","232","46","1"
"대전광역시 대덕구 덕암동(3023057000)","13,518","13,518","674","1,081","2,021","1,664","1,996","2,575","1,917","1,014","505","69","2","7,214","7,214","342","562","1,174","995","1,076","1,433","962","461","193","16","0","6,304","6,304","332","519","847","669","920","1,142","955","553","312","53","2"
"대전광역시 대덕구 목상동(3023058000)","6,391","6,391","379","534","984","978","1,110","1,139","776","317","149","23","2","3,492","3,492","196","265","568","617","642","606","397","151","49","1","0","2,899","2,899","183","269","416","361","468","533","379","166","100","22","2"
"대전광역시 대덕구 법1동(3023060000)","12,938","12,938","830","978","1,600","1,567","1,683","2,472","2,133","1,098","512","63","2","6,084","6,084","406","484","848","816","837","1,124","989","427","142","11","0","6,854","6,854","424","494","752","751","846","1,348","1,144","671","370","52","2"
"대전광역시 대덕구 법2동(3023061000)","15,639","15,639","824","1,368","1,987","1,427","2,102","3,161","2,824","1,256","604","85","1","7,630","7,630","427","708","1,125","754","981","1,480","1,385","563","189","17","1","8,009","8,009","397","660","862","673","1,121","1,681","1,439","693","415","68","0"
"울산광역시  (3100000000)","1,115,609","1,115,609","88,443","109,440","133,662","141,992","182,961","206,111","158,984","65,394","25,225","3,333","64","573,152","573,152","45,381","57,504","75,454","75,988","93,706","104,267","80,093","31,367","8,778","610","4","542,457","542,457","43,062","51,936","58,208","66,004","89,255","101,844","78,891","34,027","16,447","2,723","60"
"울산광역시 중구 (3111000000)","210,354","210,354","14,511","19,238","24,164","24,377","32,626","39,708","33,938","15,366","5,736","674","16","106,499","106,499","7,459","10,305","13,567","12,882","16,677","19,687","16,599","7,117","2,081","123","2","103,855","103,855","7,052","8,933","10,597","11,495","15,949","20,021","17,339","8,249","3,655","551","14"
"울산광역시 중구 학성동(3111051000)","11,181","11,181","507","664","1,262","1,336","1,501","1,902","2,157","1,303","491","55","3","5,701","5,701","251","351","679","753","841","1,039","1,032","567","182","6","0","5,480","5,480","256","313","583","583","660","863","1,125","736","309","49","3"
"울산광역시 중구 반구1동(3111052000)","16,494","16,494","1,222","1,289","1,810","2,237","2,535","3,162","2,732","1,108","346","50","3","8,603","8,603","624","674","1,038","1,213","1,381","1,633","1,362","537","136","5","0","7,891","7,891","598","615","772","1,024","1,154","1,529","1,370","571","210","45","3"
"울산광역시 중구 반구2동(3111053000)","8,582","8,582","353","542","1,195","993","1,095","1,696","1,551","827","288","42","0","4,366","4,366","191","293","644","553","575","840","747","399","115","9","0","4,216","4,216","162","249","551","440","520","856","804","428","173","33","0"
"울산광역시 중구 복산1동(3111054000)","4,105","4,105","180","279","451","459","440","803","899","434","144","16","0","2,038","2,038","103","150","245","264","223","368","438","193","52","2","0","2,067","2,067","77","129","206","195","217","435","461","241","92","14","0"
"울산광역시 중구 복산2동(3111055000)","11,004","11,004","823","1,041","1,330","1,554","1,672","2,011","1,573","709","251","40","0","5,474","5,474","404","545","731","834","833","955","738","344","81","9","0","5,530","5,530","419","496","599","720","839","1,056","835","365","170","31","0"
"울산광역시 중구 중앙동(3111058500)","12,433","12,433","395","577","1,378","1,253","1,445","2,343","2,820","1,558","609","54","1","6,402","6,402","215","304","786","735","801","1,205","1,439","671","232","13","1","6,031","6,031","180","273","592","518","644","1,138","1,381","887","377","41","0"
"울산광역시 중구 우정동(3111059000)","17,872","17,872","1,143","1,509","2,000","2,119","2,574","3,202","3,153","1,467","635","70","0","8,885","8,885","619","824","1,096","1,083","1,322","1,556","1,514","623","230","18","0","8,987","8,987","524","685","904","1,036","1,252","1,646","1,639","844","405","52","0"
"울산광역시 중구 태화동(3111060000)","32,710","32,710","3,019","3,646","3,439","3,926","5,840","5,721","4,546","1,888","614","69","2","16,289","16,289","1,609","1,940","1,943","1,931","2,838","2,704","2,188","910","216","10","0","16,421","16,421","1,410","1,706","1,496","1,995","3,002","3,017","2,358","978","398","59","2"
"울산광역시 중구 다운동(3111061000)","22,555","22,555","892","1,849","2,936","2,001","2,985","4,921","4,137","1,912","834","88","0","11,497","11,497","446","1,033","1,699","1,141","1,498","2,450","2,036","893","283","18","0","11,058","11,058","446","816","1,237","860","1,487","2,471","2,101","1,019","551","70","0"
"울산광역시 중구 병영1동(3111062000)","21,768","21,768","1,301","2,116","2,653","2,170","3,135","4,537","3,762","1,517","510","66","1","11,093","11,093","654","1,145","1,533","1,153","1,565","2,226","1,868","735","197","17","0","10,675","10,675","647","971","1,120","1,017","1,570","2,311","1,894","782","313","49","1"
"울산광역시 중구 병영2동(3111063000)","20,194","20,194","1,773","1,980","2,081","2,561","3,404","3,577","3,103","1,207","459","47","2","10,169","10,169","866","1,048","1,199","1,311","1,796","1,732","1,500","553","158","6","0","10,025","10,025","907","932","882","1,250","1,608","1,845","1,603","654","301","41","2"
"울산광역시 중구 약사동(3111064000)","10,733","10,733","1,245","1,267","1,201","1,495","1,846","1,979","1,129","392","156","22","1","5,370","5,370","615","679","648","726","891","991","572","182","61","5","0","5,363","5,363","630","588","553","769","955","988","557","210","95","17","1"
"울산광역시 중구 성안동(3111065000)","20,723","20,723","1,658","2,479","2,428","2,273","4,154","3,854","2,376","1,044","399","55","3","10,612","10,612","862","1,319","1,326","1,185","2,113","1,988","1,165","510","138","5","1","10,111","10,111","796","1,160","1,102","1,088","2,041","1,866","1,211","534","261","50","2"
"울산광역시 남구 (3114000000)","312,159","312,159","21,978","28,751","42,221","40,645","49,062","60,161","44,575","17,701","6,338","717","10","159,220","159,220","11,269","15,181","23,593","21,949","24,247","29,977","22,126","8,446","2,294","138","0","152,939","152,939","10,709","13,570","18,628","18,696","24,815","30,184","22,449","9,255","4,044","579","10"
"울산광역시 남구 신정1동(3114051000)","18,077","18,077","751","1,019","2,311","2,341","2,282","3,328","3,627","1,738","614","61","5","9,074","9,074","392","528","1,265","1,312","1,222","1,620","1,716","782","227","10","0","9,003","9,003","359","491","1,046","1,029","1,060","1,708","1,911","956","387","51","5"
"울산광역시 남구 신정2동(3114052000)","23,887","23,887","1,847","2,993","2,861","2,599","4,200","4,666","2,934","1,320","416","51","0","12,183","12,183","959","1,606","1,626","1,362","1,956","2,376","1,490","626","172","10","0","11,704","11,704","888","1,387","1,235","1,237","2,244","2,290","1,444","694","244","41","0"
"울산광역시 남구 신정3동(3114053000)","16,218","16,218","1,167","1,178","1,974","2,015","2,432","3,187","2,658","1,132","420","55","0","8,250","8,250","583","632","1,102","1,060","1,274","1,588","1,315","518","168","10","0","7,968","7,968","584","546","872","955","1,158","1,599","1,343","614","252","45","0"
"울산광역시 남구 신정4동(3114054000)","20,583","20,583","1,645","2,272","2,591","2,520","3,512","3,706","2,722","1,175","389","51","0","10,363","10,363","846","1,186","1,425","1,342","1,669","1,856","1,318","553","158","10","0","10,220","10,220","799","1,086","1,166","1,178","1,843","1,850","1,404","622","231","41","0"
"울산광역시 남구 신정5동(3114055000)","8,836","8,836","435","591","1,333","1,256","1,352","1,665","1,328","632","223","21","0","4,718","4,718","218","313","757","742","732","865","688","314","88","1","0","4,118","4,118","217","278","576","514","620","800","640","318","135","20","0"
"울산광역시 남구 달동(3114056000)","26,902","26,902","1,455","1,935","3,941","3,812","4,021","5,144","4,252","1,577","698","66","1","13,594","13,594","745","1,032","2,140","2,116","2,037","2,503","2,049","722","236","14","0","13,308","13,308","710","903","1,801","1,696","1,984","2,641","2,203","855","462","52","1"
"울산광역시 남구 삼산동(3114057000)","48,847","48,847","3,261","4,177","7,625","7,574","8,221","9,366","6,012","1,981","549","81","0","25,479","25,479","1,661","2,211","4,223","4,229","4,100","4,739","3,063","1,052","185","16","0","23,368","23,368","1,600","1,966","3,402","3,345","4,121","4,627","2,949","929","364","65","0"
"울산광역시 남구 삼호동(3114058500)","20,203","20,203","1,071","1,544","2,887","2,242","2,683","4,536","3,327","1,300","547","66","0","10,305","10,305","589","809","1,615","1,228","1,380","2,232","1,673","582","186","11","0","9,898","9,898","482","735","1,272","1,014","1,303","2,304","1,654","718","361","55","0"
"울산광역시 남구 무거동(3114059500)","31,746","31,746","1,917","3,227","5,728","3,472","4,723","6,793","3,835","1,404","587","60","0","16,302","16,302","978","1,684","3,341","1,903","2,251","3,316","1,956","651","210","12","0","15,444","15,444","939","1,543","2,387","1,569","2,472","3,477","1,879","753","377","48","0"
"울산광역시 남구 옥동(3114060000)","26,000","26,000","2,017","2,972","3,304","3,071","4,062","5,326","3,595","1,193","410","50","0","13,066","13,066","1,047","1,614","1,920","1,576","1,825","2,533","1,802","599","140","10","0","12,934","12,934","970","1,358","1,384","1,495","2,237","2,793","1,793","594","270","40","0"
"울산광역시 남구 대현동(3114062500)","30,940","30,940","3,376","3,384","3,169","4,630","5,594","4,897","3,745","1,549","548","47","1","15,490","15,490","1,734","1,742","1,713","2,330","2,737","2,478","1,792","755","195","14","0","15,450","15,450","1,642","1,642","1,456","2,300","2,857","2,419","1,953","794","353","33","1"
"울산광역시 남구 수암동(3114063500)","16,489","16,489","1,447","1,766","1,983","2,153","2,534","3,179","2,345","804","243","33","2","8,237","8,237","719","909","1,073","1,106","1,188","1,570","1,177","401","89","5","0","8,252","8,252","728","857","910","1,047","1,346","1,609","1,168","403","154","28","2"
"울산광역시 남구 선암동(3114064000)","14,132","14,132","1,012","1,195","1,678","1,806","2,208","2,675","2,352","868","308","30","0","7,272","7,272","514","638","913","982","1,163","1,352","1,165","442","97","6","0","6,860","6,860","498","557","765","824","1,045","1,323","1,187","426","211","24","0"
"울산광역시 남구 야음장생포동(3114067000)","9,299","9,299","577","498","836","1,154","1,238","1,693","1,843","1,028","386","45","1","4,887","4,887","284","277","480","661","713","949","922","449","143","9","0","4,412","4,412","293","221","356","493","525","744","921","579","243","36","1"
